0,1,2,3,4,5
2013/1/1 0:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 1:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 2:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 3:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 4:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 5:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 6:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 7:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 8:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 9:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 10:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 11:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 12:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 13:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 14:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 15:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 16:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 17:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 18:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 19:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 20:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 21:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 22:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/1 23:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 0:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 1:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 2:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 3:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 4:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 5:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 6:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 7:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 8:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 9:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 10:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 11:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 12:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 13:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 14:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 15:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 16:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 17:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 18:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 19:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 20:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 21:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 22:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/2 23:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 0:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 1:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 2:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 3:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 4:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 5:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 6:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 7:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 8:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 9:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 10:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 11:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 12:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 13:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 14:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 15:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 16:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 17:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 18:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 19:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 20:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 21:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 22:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/3 23:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 0:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 1:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 2:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 3:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 4:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 5:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 6:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 7:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 8:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 9:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 10:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 11:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 12:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 13:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 14:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 15:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 16:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 17:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 18:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 19:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 20:01,25.38125229,23.5625,22.15000153,0.0,0.0
2013/1/4 21:01,25.38125229,23.5625,22.15000153,0.0,0.0
