a,b,c,d
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.402000189,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.403250217,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.393750191,0
2.423000097,2.518618822,2.393750191,0
2.423000097,2.518618822,2.393750191,0
2.423000097,2.518618822,2.393750191,0
2.423000097,2.518618822,2.40350008,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.395500183,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.395750046,0
2.423000097,2.518618822,2.406000137,0
2.423000097,2.518618822,2.40500021,0
2.423000097,2.518618822,2.40500021,0
2.423000097,2.518618822,2.40500021,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.402750254,0
2.423000097,2.518618822,2.405250072,0
2.423000097,2.518618822,2.393750191,0
2.423000097,2.518618822,2.393750191,0
2.423000097,2.518618822,2.393750191,0
2.423000097,2.518618822,2.393750191,0
2.423000097,2.518618822,2.408250093,0
2.423000097,2.518618822,2.396500111,0
2.423000097,2.518618822,2.396500111,0
2.423000097,2.518618822,2.396500111,0
2.423000097,2.518618822,2.396500111,0
2.423000097,2.518618822,2.396500111,0
2.423000097,2.518618822,2.396500111,0
2.423000097,2.518618822,2.396500111,0
2.423000097,2.518618822,2.396500111,0
2.423000097,2.518618822,2.394500256,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.395250082,0
2.423000097,2.518618822,2.406750202,0
2.423000097,2.518618822,2.406750202,0
2.423000097,2.518618822,2.406750202,0
2.423000097,2.518618822,2.406750202,0
2.423000097,2.518618822,2.405750275,0
2.423000097,2.518618822,2.405750275,0
2.423000097,2.518618822,2.405750275,0
2.423000097,2.518618822,2.407000065,0
2.423000097,2.518618822,2.407000065,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.395000219,0
2.423000097,2.518618822,2.394750118,0
2.423000097,2.518618822,2.394750118,0
2.423000097,2.518618822,2.39350009,0
2.423000097,2.518618822,2.404500246,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.404750109,0
2.423000097,2.518618822,2.417250156,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.404500246,0
2.427250147,2.532200098,2.402500153,0
2.427250147,2.532200098,2.402500153,0
2.427250147,2.532200098,2.402500153,0
2.427250147,2.532200098,2.402500153,0
2.427250147,2.532200098,2.402500153,0
2.427250147,2.532200098,2.402500153,0
2.427250147,2.532200098,2.402500153,0
2.427250147,2.532200098,2.402500153,0
2.436000109,2.532200098,2.407500267,0
2.436000109,2.532200098,2.407500267,0
2.436000109,2.532200098,2.407500267,0
2.436000109,2.532200098,2.407500267,0
2.425500154,2.532200098,2.407500267,0
2.437750101,2.532200098,2.407500267,0
2.425250053,2.532200098,2.407500267,0
2.431000233,2.532200098,2.407500267,0
2.431000233,2.532200098,2.407500267,0
2.431000233,2.532200098,2.407500267,0
2.431000233,2.532200098,2.407500267,0
2.431000233,2.532200098,2.407500267,0
2.431000233,2.532200098,2.407500267,0
2.431000233,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.43200016,2.532200098,2.407500267,0
2.429000139,2.532200098,2.407500267,0
2.429000139,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.429500103,2.532200098,2.407500267,0
2.429500103,2.532200098,2.407500267,0
2.429500103,2.532200098,2.407500267,0
2.429500103,2.532200098,2.407500267,0
2.429500103,2.532200098,2.407500267,0
2.429000139,2.532200098,2.407500267,0
2.429750204,2.532200098,2.407500267,0
2.429750204,2.532200098,2.407500267,0
2.429750204,2.532200098,2.407500267,0
2.429750204,2.532200098,2.407500267,0
2.429750204,2.532200098,2.407500267,0
2.429750204,2.532200098,2.407500267,0
2.429750204,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430750132,2.532200098,2.407500267,0
2.430500269,2.532200098,2.407500267,0
2.430500269,2.532200098,2.407500267,0
2.430500269,2.532200098,2.407500267,0
2.430500269,2.532200098,2.407500267,0
2.430500269,2.532200098,2.407500267,0
2.430500269,2.532200098,2.407500267,0
2.430500269,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.407500267,0
2.430250168,2.532200098,2.40500021,0
2.430250168,2.532200098,2.406250238,0
2.426500082,2.532200098,2.406250238,0
2.426500082,2.532200098,2.406250238,0
2.426500082,2.532200098,2.406250238,0
2.438250065,2.532200098,2.405500174,0
2.438250065,2.532200098,2.416000128,0
2.427750111,2.532200098,2.412750244,0
2.428250074,2.532200098,2.402250051,0
2.428250074,2.532200098,2.403750181,0
2.428250074,2.532200098,2.403000116,0
2.428250074,2.532200098,2.403000116,0
2.430250168,2.532200098,2.403000116,0
2.430250168,2.532200098,2.403000116,0
2.430250168,2.532200098,2.413250208,0
2.437500238,2.532200098,2.413250208,0
2.437500238,2.532200098,2.413250208,0
2.437500238,2.532200098,2.413250208,0
2.43625021,2.532200098,2.413250208,0
2.43625021,2.532200098,2.402500153,0
2.43625021,2.532200098,2.402500153,0
2.43625021,2.532200098,2.402500153,0
2.435500145,2.532200098,2.402500153,0
2.435500145,2.532200098,2.402500153,0
2.435500145,2.532200098,2.402500153,0
2.435500145,2.532200098,2.404500246,0
2.435500145,2.532200098,2.404500246,0
2.435500145,2.532200098,2.4150002,0
2.435500145,2.532200098,2.40350008,0
2.435500145,2.532200098,2.413000107,0
2.435500145,2.532200098,2.412750244,0
2.435500145,2.532200098,2.403250217,0
2.435500145,2.532200098,2.412500143,0
2.435500145,2.532200098,2.412000179,0
2.435500145,2.532200098,2.412000179,0
2.435500145,2.532200098,2.412000179,0
2.426500082,2.532200098,2.412000179,0
2.436750174,2.532200098,2.412000179,0
2.436750174,2.532200098,2.414000273,0
2.436750174,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.412000179,0
2.437500238,2.532200098,2.40075016,0
2.437500238,2.532200098,2.40075016,0
2.437500238,2.532200098,2.40075016,0
2.437500238,2.532200098,2.402500153,0
2.437500238,2.532200098,2.414500237,0
2.437500238,2.532200098,2.414500237,0
2.437500238,2.532200098,2.414500237,0
2.437500238,2.532200098,2.414500237,0
2.437500238,2.532200098,2.410750151,0
2.437500238,2.532200098,2.410750151,0
2.437500238,2.532200098,2.410750151,0
2.437500238,2.532200098,2.410750151,0
2.437500238,2.532200098,2.410750151,0
2.437500238,2.532200098,2.410750151,0
2.437500238,2.532200098,2.410750151,0
2.437500238,2.532200098,2.410750151,0
2.426500082,2.532200098,2.410750151,0
2.426500082,2.532200098,2.410750151,0
2.426500082,2.532200098,2.410750151,0
2.426500082,2.532200098,2.410750151,0
2.426500082,2.532200098,2.410750151,0
2.438500166,2.532200098,2.414250135,0
2.438250065,2.532200098,2.40075016,0
2.438000202,2.532200098,2.40075016,0
2.436750174,2.532200098,2.412000179,0
2.426750183,2.532200098,2.412000179,0
2.426750183,2.532200098,2.411750078,0
2.438250065,2.532200098,2.411750078,0
2.438250065,2.532200098,2.411750078,0
2.438750267,2.532200098,2.411000252,0
2.438750267,2.532200098,2.411000252,0
2.428250074,2.532200098,2.411000252,0
2.428250074,2.532200098,2.411000252,0
2.428000212,2.532200098,2.411000252,0
2.428000212,2.532200098,2.411000252,0
2.431000233,2.532200098,2.411000252,0
2.431000233,2.532200098,2.411000252,0
2.431000233,2.532200098,2.41050005,0
2.431000233,2.532200098,2.41050005,0
2.431000233,2.532200098,2.400000095,0
2.431000233,2.532200098,2.404250145,0
2.431000233,2.532200098,2.404250145,0
2.431000233,2.532200098,2.404250145,0
2.431000233,2.532200098,2.404250145,0
2.430000067,2.532200098,2.404500246,0
2.428250074,2.532200098,2.416000128,0
2.428250074,2.532200098,2.404000044,0
2.428250074,2.532200098,2.404000044,0
2.438500166,2.532200098,2.401250124,0
2.438500166,2.532200098,2.401250124,0
2.434000254,2.532200098,2.41225028,0
2.434000254,2.532200098,2.402250051,0
2.434000254,2.532200098,2.402250051,0
2.434000254,2.532200098,2.414000273,0
2.434000254,2.532200098,2.414000273,0
2.434000254,2.532200098,2.414000273,0
2.434000254,2.532200098,2.413500071,0
2.434000254,2.532200098,2.415250063,0
2.434000254,2.532200098,2.415250063,0
2.434000254,2.532200098,2.415250063,0
2.434000254,2.532200098,2.401500225,0
2.434000254,2.532200098,2.401500225,0
2.434000254,2.532200098,2.415750265,0
2.434000254,2.532200098,2.404750109,0
2.434000254,2.532200098,2.404750109,0
2.434000254,2.532200098,2.403250217,0
2.434000254,2.532200098,2.403250217,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.407000065,0
2.434000254,2.532200098,2.40500021,0
2.434000254,2.532200098,2.404750109,0
2.434000254,2.532200098,2.404750109,0
2.434000254,2.532200098,2.403000116,0
2.434000254,2.532200098,2.403000116,0
2.434000254,2.532200098,2.403000116,0
2.434000254,2.532200098,2.403000116,0
2.434000254,2.532200098,2.413000107,0
2.434000254,2.532200098,2.402250051,0
2.434000254,2.532200098,2.402250051,0
2.434000254,2.532200098,2.400250196,0
2.434000254,2.532200098,2.400250196,0
2.434000254,2.532200098,2.400250196,0
2.434000254,2.532200098,2.400250196,0
2.434000254,2.532200098,2.41050005,0
2.434000254,2.532200098,2.411000252,0
2.434000254,2.532200098,2.400250196,0
2.434000254,2.532200098,2.403250217,0
2.434000254,2.532200098,2.403250217,0
2.434000254,2.532200098,2.400500059,0
2.434000254,2.532200098,2.410750151,0
2.434000254,2.532200098,2.410750151,0
2.434000254,2.532200098,2.411500216,0
2.434000254,2.532200098,2.411500216,0
2.434000254,2.532200098,2.411500216,0
2.434000254,2.532200098,2.411500216,0
2.434000254,2.532200098,2.411500216,0
2.434000254,2.532200098,2.411500216,0
2.434000254,2.532200098,2.411500216,0
2.434000254,2.532200098,2.411500216,0
2.434000254,2.532200098,2.403750181,0
2.434000254,2.532200098,2.403750181,0
2.434000254,2.532200098,2.403750181,0
2.434000254,2.532200098,2.403750181,0
2.434000254,2.532200098,2.403750181,0
2.434000254,2.532200098,2.403750181,0
2.43625021,2.532200098,2.403750181,0
2.425750256,2.532200098,2.404750109,0
2.425750256,2.532200098,2.404750109,0
2.437500238,2.532200098,2.41775012,0
2.426500082,2.532200098,2.402750254,0
2.439750195,2.532200098,2.414250135,0
2.428000212,2.532200098,2.414000273,0
2.441000223,2.532200098,2.414000273,0
2.430250168,2.532200098,2.41225028,0
2.430250168,2.532200098,2.41225028,0
2.430250168,2.532200098,2.41225028,0
2.430250168,2.532200098,2.414500237,0
2.430250168,2.532200098,2.414500237,0
2.430250168,2.532200098,2.413000107,0
2.430250168,2.532200098,2.413000107,0
2.430250168,2.532200098,2.413000107,0
2.430250168,2.532200098,2.413000107,0
2.428750277,2.532200098,2.413000107,0
2.428750277,2.532200098,2.413000107,0
2.428750277,2.532200098,2.413000107,0
2.428750277,2.532200098,2.413000107,0
2.428750277,2.532200098,2.413000107,0
2.428750277,2.532200098,2.413000107,0
2.427750111,2.532200098,2.402750254,0
2.427750111,2.532200098,2.401750088,0
2.438500166,2.532200098,2.413500071,0
2.428000212,2.532200098,2.413500071,0
2.428000212,2.532200098,2.412500143,0
2.437000275,2.532200098,2.412500143,0
2.437000275,2.532200098,2.412500143,0
2.437000275,2.532200098,2.413000107,0
2.43900013,2.532200098,2.402500153,0
2.440250158,2.532200098,2.414250135,0
2.431250095,2.532200098,2.414250135,0
2.431250095,2.532200098,2.414250135,0
2.431250095,2.532200098,2.414250135,0
2.42925024,2.532200098,2.414250135,0
2.42925024,2.532200098,2.414250135,0
2.42925024,2.532200098,2.414250135,0
2.428500175,2.532200098,2.414250135,0
2.428500175,2.532200098,2.414250135,0
2.430500269,2.532200098,2.414250135,0
2.430500269,2.532200098,2.414250135,0
2.430500269,2.532200098,2.414250135,0
2.431750059,2.532200098,2.414250135,0
2.431750059,2.532200098,2.414250135,0
2.431750059,2.532200098,2.414250135,0
2.431750059,2.532200098,2.411250114,0
2.431750059,2.532200098,2.402000189,0
2.431750059,2.532200098,2.412750244,0
2.431750059,2.532200098,2.412750244,0
2.431750059,2.532200098,2.412750244,0
2.431750059,2.532200098,2.412750244,0
2.431500196,2.532200098,2.412750244,0
2.431500196,2.532200098,2.412750244,0
2.431500196,2.532200098,2.412750244,0
2.431500196,2.532200098,2.401000261,0
2.431500196,2.532200098,2.413750172,0
2.431500196,2.532200098,2.413750172,0
2.431500196,2.532200098,2.413750172,0
2.431250095,2.532200098,2.413750172,0
2.431250095,2.532200098,2.413750172,0
2.431250095,2.532200098,2.405500174,0
2.431250095,2.532200098,2.405500174,0
2.431250095,2.532200098,2.405500174,0
2.431250095,2.532200098,2.405500174,0
2.431250095,2.532200098,2.416250229,0
2.431250095,2.532200098,2.416250229,0
2.431250095,2.532200098,2.405250072,0
2.431250095,2.532200098,2.405250072,0
2.431250095,2.532200098,2.405250072,0
2.431250095,2.532200098,2.405250072,0
2.431250095,2.532200098,2.405250072,0
2.431250095,2.532200098,2.406750202,0
2.431250095,2.532200098,2.406750202,0
2.430250168,2.532200098,2.406750202,0
2.430250168,2.532200098,2.406750202,0
2.430250168,2.532200098,2.406750202,0
2.43900013,2.532200098,2.406750202,0
2.43900013,2.532200098,2.406750202,0
2.43900013,2.532200098,2.406750202,0
2.43900013,2.532200098,2.406750202,0
2.43900013,2.532200098,2.406750202,0
2.423000097,2.518106222,2.395250082,0
2.423000097,2.518106222,2.395250082,0
2.423000097,2.518106222,2.405750275,0
2.423000097,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
2.434000254,2.518106222,2.405750275,0
