1,2,3,4,5,6
50.50624847,57.23125458,42.51875305,0.325300008,2560.443848,0
50.80000305,57.10625458,42.51875305,0.319700032,2521.631348,0
50.51250458,57.00624847,42.40000153,0.315200001,2520.28125,0
50.60625458,56.86250305,42.41249847,0.3213,2531.756348,0
50.41249847,56.80000305,42.41875458,0.315100044,2517.243896,0
50.50624847,56.6875,42.41249847,0.298299998,2540.025146,0
50.44374847,56.6875,42.31874847,0.324900001,2553.693848,0
50.3125,56.5,42.3125,0.319100052,2541.375,0
50.20000458,56.30625153,42.3125,0.321400017,2550.150146,0
50.09375,56.51875305,42.31874847,0.310600013,2550.150146,0
50.44374847,56.61250305,42.41875458,0.323200017,2535.131348,0
50.41249847,56.70625305,42.40625,0.325100034,2515.893799,0
50.50624847,56.71250153,42.40625,0.322700053,2525.681396,0
50.60625458,56.67500305,42.41249847,0.318400055,2508.131348,0
50.5625,56.55000305,42.41875458,0.320300013,2561.287598,0
50.50624847,56.73125458,42.41875458,0.320200056,2520.787598,0
50.60625458,56.71250153,42.38750458,0.323700041,2539.856201,0
50.41249847,56.69374847,42.43125153,0.311300009,2549.475098,0
50.41875458,56.72499847,42.41249847,0.323100001,2464.425049,0
50.70625305,57.00624847,42.52500153,0.318400055,2535.300049,0
50.46875,57.20625305,42.51875305,0.324800044,2562.300049,0
50.71875,56.90625,42.50624847,0.334100038,2533.275146,0
50.50624847,56.81874847,42.41249847,0.321800023,2548.293701,0
50.50624847,56.80625153,42.41249847,0.327100009,2533.612549,0
50.29375458,56.90625,42.52500153,0.322700053,2552.006348,0
50.40625,57.20625305,42.51250458,0.326100022,2550.318848,0
50.63750458,56.80625153,42.51875305,0.326100022,2533.612549,0
50.61250305,56.84375,42.50624847,0.326100022,2541.543701,0
50.63124847,56.8125,42.53749847,0.326100022,2548.462646,0
50.61250305,56.80000305,42.51875305,0.327300042,2561.793701,0
50.59999847,56.90625,42.51875305,0.326200038,2555.212646,0
50.71250153,56.90000153,42.52500153,0.325200051,2538.675049,0
50.73125458,56.91249847,42.52500153,0.325200051,2532.09375,0
50.61875153,56.90625,42.53749847,0.321200043,2531.925049,0
50.70625305,56.91249847,42.51250458,0.321200043,2526.862549,0
50.84375,56.91249847,42.61250305,0.32220003,2539.6875,0
50.85625458,56.98750305,42.60625458,0.32220003,2540.362549,0
50.83750153,57.02500153,42.61250305,0.32220003,2543.231201,0
50.69374847,57.03749847,42.61250305,0.32220003,2535.300049,0
50.80625153,57.02500153,42.61875153,0.32220003,2545.425049,0
50.8125,57.01875305,42.61250305,0.319400042,2540.025146,0
50.80000305,57.11250305,42.60625458,0.319400042,2543.737549,0
50.8125,57.09999847,42.61250305,0.32220003,2548.631348,0
50.92500305,57.11875153,42.61250305,0.32220003,2534.962646,0
50.83125305,57.40625,42.70625305,0.332200021,2541.206299,0
50.90625,57.31874847,42.71250153,0.320200056,2534.962646,0
50.81874847,57.10625458,42.64375305,0.320200056,2524.668701,0
50.71250153,57.10625458,42.625,0.320200056,2531.418701,0
50.80625153,57.10625458,42.64375305,0.323500007,2535.46875,0
50.71875,57.05625153,42.53125,0.323500007,2543.737549,0
50.51875305,57.40625,42.57500458,0.321200043,2540.362549,0
50.71250153,56.95625305,42.51250458,0.320300013,2549.306396,0
50.64375305,56.83125305,42.54375458,0.320300013,2547.28125,0
50.51250458,56.80625153,42.47499847,0.320300013,2548.293701,0
50.61250305,56.85625458,42.55625153,0.325000018,2535.300049,0
50.61250305,56.96250153,42.50624847,0.324200004,2532.9375,0
50.70625305,56.90625,42.51250458,0.322400004,2535.131348,0
50.70625305,56.84375,42.51875305,0.322400004,2528.212646,0
50.40625,56.90625,42.51250458,0.322400004,2550.150146,0
50.5,56.91249847,42.52500153,0.322400004,2535.131348,0
50.51250458,56.90625,42.625,0.320200056,2552.006348,0
50.8125,57.11250305,42.61250305,0.320200056,2528.550049,0
50.8125,57.09999847,42.63124847,0.320200056,2537.324951,0
50.80625153,57.01250458,42.59999847,0.320200056,2540.53125,0
50.81874847,57.11250305,42.65000153,0.320200056,2547.112549,0
50.71250153,57.20625305,42.64375305,0.327300042,2548.96875,0
50.52500153,58,42.63750458,0.327300042,2531.418701,0
50.71250153,57.13750458,42.80625153,0.324200004,2531.756348,0
50.41249847,56.88750458,42.54375458,0.324300021,2538.168701,0
50.30000305,56.71250153,42.51250458,0.324300021,2540.193848,0
50.21875,56.73125458,42.52500153,0.327200025,2528.043701,0
50.21250153,56.80625153,42.51250458,0.32220003,2541.881348,0
51.04375458,55.60625458,42.40625,0.32220003,2536.987549,0
50.70000458,55.61250305,42.4375,0.32220003,2545.59375,0
